player_id,season,season_type,passing_yards,passing_tds,interceptions,attempts,completions,rushing_yards,rushing_tds,carries,receiving_yards,receiving_tds,receptions,targets,games,fantasy_points_ppr,playoff_passing_yards,playoff_passing_tds,playoff_interceptions,playoff_rushing_yards,playoff_rushing_tds,playoff_receiving_yards,playoff_receiving_tds,playoff_receptions,playoff_targets,playoff_games,playoff_fantasy_points,made_playoffs,passing_yards_adj,passing_tds_adj,interceptions_adj,attempts_adj,completions_adj,rushing_yards_adj,rushing_tds_adj,carries_adj,receiving_yards_adj,receiving_tds_adj,receptions_adj,targets_adj,fantasy_points_ppr_adj,passing_yards_pg,passing_tds_pg,interceptions_pg,attempts_pg,completions_pg,rushing_yards_pg,rushing_tds_pg,carries_pg,receiving_yards_pg,receiving_tds_pg,receptions_pg,targets_pg,fantasy_points_ppr_pg,games_played_pct,player_name,age,draft_number,years_exp,seasons,career_games,career_playoffs,career_playoff_games,career_playoff_passing_yards,career_playoff_rushing_yards,career_playoff_receiving_yards,career_playoff_passing_tds,career_playoff_rushing_tds,career_playoff_receiving_tds,career_playoff_receptions,peak_passing_yards,peak_passing_tds,peak_rushing_yards,peak_rushing_tds,peak_receiving_yards,peak_receiving_tds,peak_receptions,peak_targets,peak_passing_yards_adj,peak_passing_tds_adj,peak_rushing_yards_adj,peak_rushing_tds_adj,peak_receiving_yards_adj,peak_receiving_tds_adj,peak_receptions_adj,best_passing_yards_pg,best_passing_tds_pg,best_rushing_yards_pg,best_rushing_tds_pg,best_receiving_yards_pg,best_receiving_tds_pg,best_receptions_pg,avg_passing_yards_pg,avg_rushing_yards_pg,avg_receiving_yards_pg,avg_receptions_pg,avg_games_played_pct,min_games_played_pct,age_bucket,gsis_id,player,team,year_signed,years,fa_year,apy,total_value,total_guaranteed,guarantee_pct,draft_round,draft_overall,draft_year,inflated_apy,position
00-0035659,2024,REG,0.0,0,0.0,0,0,2.0,0,2,1096.0,13,82,117,17,267.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1096.0,13.0,82.0,117.0,267.8,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.11764705882352941,64.47058823529412,0.7647058823529411,4.823529411764706,6.882352941176471,15.75294117647059,1.0,Terry McLaurin,28.0,76.0,5,4,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29.0,0,1191.0,13,82,132,0.0,0.0,29.0,0.0,1191.0,13.0,82.0,0.0,0.0,1.7058823529411764,0.0,70.05882352941177,0.7647058823529411,4.823529411764706,0.0,0.6323529411764706,63.85294117647059,4.632352941176471,1.0,1.0,prime,00-0035659,Terry McLaurin,Commanders,2025,3.0,2028.0,29000000.0,87000000.0,44650000.0,0.5132183908045976,3.0,76.0,2019.0,31.2851,WR
00-0035676,2024,REG,0.0,0,0.0,0,0,0.0,0,0,1079.0,7,67,97,13,216.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1079.0,7.0,67.0,97.0,216.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.5384615384615384,5.153846153846154,7.461538461538462,16.684615384615384,0.7647058823529411,A.J. Brown,27.0,51.0,5,4,60,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,0,1496.0,11,106,158,0.0,0.0,10.0,0.0,1496.0,11.0,106.0,0.0,0.0,0.7692307692307693,0.0,88.0,0.6470588235294118,6.235294117647059,0.0,0.19230769230769232,80.87330316742081,5.352941176470589,0.8823529411764706,0.7647058823529411,prime,00-0035676,A.J. Brown,Eagles,2024,3.0,2027.0,32000000.0,96000000.0,51000000.0,0.53125,2.0,51.0,2019.0,37.738449,WR
00-0035685,2024,REG,3.0,1,0.0,1,1,775.0,12,185,341.0,0,36,38,14,221.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0,0.0,1.0,1.0,775.0,12.0,185.0,341.0,0.0,36.0,38.0,221.72,0.21428571428571427,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,55.357142857142854,0.8571428571428571,13.214285714285714,24.357142857142858,0.0,2.5714285714285716,2.7142857142857144,15.837142857142856,0.8235294117647058,David Montgomery,27.0,73.0,5,4,57,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,1015.0,13,341.0,1,42,51,3.0,1.0,1015.0,13.0,341.0,1.0,42.0,0.21428571428571427,0.07142857142857142,72.5,0.9285714285714286,24.357142857142858,0.0625,3.230769230769231,0.05357142857142857,60.80683379120879,18.904532967032967,2.2675137362637363,0.838235294117647,0.7647058823529411,prime,00-0035685,David Montgomery,Texans,2026,2.0,2028.0,8250000.0,16500000.0,1000000.0,0.06060606060606061,3.0,73.0,2019.0,8.25,RB
00-0035689,2024,REG,0.0,0,0.0,0,0,0.0,0,0,311.0,1,22,33,14,59.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,1.0,22.0,33.0,59.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.214285714285715,0.07142857142857142,1.5714285714285714,2.357142857142857,4.2214285714285715,0.8235294117647058,Dawson Knox,27.0,96.0,5,4,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,587.0,9,49,71,0.0,0.0,0.0,0.0,587.0,9.0,49.0,0.0,0.0,0.0,0.0,39.13333333333333,0.6,3.2666666666666666,0.0,0.0,28.603571428571428,2.5595238095238098,0.7941176470588235,0.5882352941176471,prime,00-0035689,Dawson Knox,Bills,2026,3.0,2029.0,6666667.0,20000000.0,10000000.0,0.5,3.0,96.0,2019.0,6.666667,TE
00-0035700,2024,REG,0.0,0,0.0,0,0,1329.0,15,301,342.0,1,36,43,17,293.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1329.0,15.0,301.0,342.0,1.0,36.0,43.0,293.1,0.0,0.0,0.0,0.0,0.0,78.17647058823529,0.8823529411764706,17.705882352941178,20.11764705882353,0.058823529411764705,2.1176470588235294,2.5294117647058822,17.241176470588236,1.0,Josh Jacobs,26.0,24.0,5,4,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1653.0,15,400.0,1,54,64,0.0,0.0,1653.0,15.0,400.0,1.0,54.0,0.0,0.0,97.23529411764706,0.8823529411764706,23.529411764705884,0.058823529411764705,3.6,0.0,73.86704374057315,22.404072398190046,2.9203619909502265,0.9117647058823529,0.7647058823529411,early_prime,00-0035700,Josh Jacobs,Packers,2024,4.0,2028.0,12000000.0,48000000.0,12500000.0,0.2604166666666667,1.0,24.0,2019.0,14.151919,RB
00-0035710,2024,REG,2070.0,8,7.0,341,216,265.0,2,67,0.0,0,0,0,10,135.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3519.0,13.6,11.9,579.6999999999999,367.2,450.5,3.4,113.89999999999999,0.0,0.0,0.0,0.0,230.01000000000002,207.0,0.8,0.7,34.1,21.6,26.5,0.2,6.7,0.0,0.0,0.0,0.0,13.530000000000001,0.5882352941176471,Daniel Jones,27.0,6.0,5,4,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3205.0,15,708.0,7,16.0,0,1,1,3752.3636363636365,15.454545454545453,708.0,7.0,24.727272727272727,0.0,1.5454545454545454,220.72727272727272,0.9375,44.25,0.4375,1.4545454545454546,0.0,0.09090909090909091,194.8849431818182,33.04356060606061,0.36363636363636365,0.022727272727272728,0.6323529411764706,0.35294117647058826,prime,00-0035710,Daniel Jones,Colts,2026,2.0,2028.0,44000000.0,88000000.0,49490000.0,0.5623863636363636,1.0,6.0,2019.0,44.0,QB
00-0036040,2024,REG,0.0,0,0.0,0,0,0.0,0,0,548.0,3,50,66,15,122.80000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,3.0,50.0,66.0,122.80000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.53333333333333,0.2,3.3333333333333335,4.4,8.186666666666667,0.8823529411764706,Juwan Johnson,27.0,,4,4,56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,548.0,7,50,66,0.0,0.0,0.0,0.0,548.0,7.0,50.0,0.0,0.0,0.0,0.0,36.53333333333333,0.4375,3.3333333333333335,0.0,0.0,27.46025641025641,2.471955128205128,0.8235294117647058,0.7058823529411765,prime,00-0036040,Juwan Johnson,Saints,2025,3.0,2028.0,10250000.0,30750000.0,21250000.0,0.6910569105691057,,,2020.0,11.057665,TE
00-0036139,2024,REG,0.0,0,0.0,0,0,1079.0,2,235,249.0,3,39,49,16,197.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1079.0,2.0,235.0,249.0,3.0,39.0,49.0,197.8,0.0,0.0,0.0,0.0,0.0,67.4375,0.125,14.6875,15.5625,0.1875,2.4375,3.0625,12.3625,0.9411764705882353,Rico Dowdle,26.0,,4,2,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1079.0,2,249.0,3,39,49,0.0,0.0,1079.0,2.0,249.0,3.0,39.0,0.0,0.0,67.4375,0.125,15.5625,0.1875,2.4375,0.0,45.0,12.28125,1.75,0.9411764705882353,0.9411764705882353,early_prime,00-0036139,Rico Dowdle,Steelers,2026,2.0,2028.0,6125000.0,12250000.0,5000000.0,0.40816326530612246,,,2020.0,6.125,RB
00-0036158,2024,REG,0.0,0,0.0,0,0,905.0,9,195,153.0,0,32,38,13,191.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,905.0,9.0,195.0,153.0,0.0,32.0,38.0,191.8,0.0,0.0,0.0,0.0,0.0,69.61538461538461,0.6923076923076923,15.0,11.76923076923077,0.0,2.4615384615384617,2.923076923076923,14.753846153846155,0.7647058823529411,J.K. Dobbins,25.0,55.0,4,3,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,905.0,9,153.0,1,32,38,0.0,0.0,1105.0,17.0,255.0,2.125,34.0,0.0,0.0,69.61538461538461,1.0,15.0,0.125,2.4615384615384617,0.0,52.205128205128204,10.673076923076925,1.778846153846154,0.4313725490196078,0.058823529411764705,early_prime,00-0036158,J.K. Dobbins,Broncos,2026,2.0,2028.0,8000000.0,16000000.0,0.0,0.0,2.0,55.0,2020.0,8.0,RB
00-0036182,2024,REG,0.0,0,0.0,0,0,0.0,0,0,497.0,9,32,60,13,135.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,9.0,32.0,60.0,135.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.23076923076923,0.6923076923076923,2.4615384615384617,4.615384615384615,10.438461538461537,0.7647058823529411,Nick Westbrook-Ikhine,27.0,,4,4,56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,497.0,9,38,60,0.0,0.0,0.0,0.0,497.0,9.0,38.0,0.0,0.0,0.0,0.0,38.23076923076923,0.6923076923076923,2.533333333333333,0.0,0.0,31.223076923076924,2.203846153846154,0.8235294117647058,0.7647058823529411,prime,00-0036182,Nick Westbrook-Ikhine,Colts,2026,1.0,2027.0,1402500.0,1402500.0,437500.0,0.31194295900178254,,,2020.0,1.4025,WR
00-0036212,2024,REG,2867.0,19,7.0,399,291,49.0,0,17,0.0,0,0,0,11,181.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4430.818181818182,29.363636363636363,10.818181818181818,616.6363636363636,449.7272727272727,75.72727272727272,0.0,26.272727272727273,0.0,0.0,0.0,0.0,280.62363636363636,260.6363636363636,1.7272727272727273,0.6363636363636364,36.27272727272727,26.454545454545453,4.454545454545454,0.0,1.5454545454545454,0.0,0.0,0.0,0.0,16.507272727272728,0.6470588235294118,Tua Tagovailoa,26.0,5.0,4,4,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4624.0,29,128.0,3,0.0,0,0,0,4624.0,29.363636363636363,128.0,3.0,0.0,0.0,0.0,272.9230769230769,1.9230769230769231,9.846153846153847,0.23076923076923078,0.0,0.0,0.0,252.4090909090909,6.009563965446318,0.0,0.0,0.7941176470588235,0.6470588235294118,early_prime,00-0036212,Tua Tagovailoa,Falcons,2026,1.0,2027.0,1215000.0,1215000.0,0.0,0.0,1.0,5.0,2020.0,1.215,QB
00-0036223,2024,REG,0.0,0,0.0,0,0,1431.0,11,303,136.0,1,18,31,14,246.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1431.0,11.0,303.0,136.0,1.0,18.0,31.0,246.70000000000002,0.0,0.0,0.0,0.0,0.0,102.21428571428571,0.7857142857142857,21.642857142857142,9.714285714285714,0.07142857142857142,1.2857142857142858,2.2142857142857144,17.621428571428574,0.8235294117647058,Jonathan Taylor,25.0,41.0,4,4,52,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1811.0,18,360.0,2,40,51,0.0,0.0,1811.0,18.0,360.0,2.0,43.27272727272727,0.0,0.0,106.52941176470588,1.0588235294117647,21.176470588235293,0.11764705882352941,2.5454545454545454,0.0,90.27910618792971,14.797689075630252,2.0210275019098547,0.7647058823529411,0.5882352941176471,early_prime,00-0036223,Jonathan Taylor,Colts,2023,3.0,2026.0,14000000.0,42000000.0,19347556.0,0.46065609523809525,2.0,41.0,2020.0,18.758007,RB
00-0036244,2024,REG,0.0,0,0.0,0,0,0.0,0,0,294.0,1,30,49,15,65.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,1.0,30.0,49.0,65.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,0.06666666666666667,2.0,3.2666666666666666,4.36,0.8823529411764706,Colby Parkinson,25.0,133.0,4,4,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,322.0,2,30,49,0.0,0.0,0.0,0.0,322.0,2.0,30.0,0.0,0.0,0.0,0.0,23.0,0.14285714285714285,2.0,0.0,0.0,16.710714285714285,1.6428571428571428,0.7058823529411764,0.29411764705882354,early_prime,00-0036244,Colby Parkinson,Rams,2024,3.0,2027.0,7500000.0,22500000.0,10250000.0,0.45555555555555555,4.0,133.0,2020.0,8.844949,TE
00-0036252,2024,REG,0.0,0,0.0,0,0,0.0,0,0,808.0,3,69,111,16,165.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.0,3.0,69.0,111.0,165.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,0.1875,4.3125,6.9375,10.3625,0.9411764705882353,Michael Pittman,26.0,34.0,4,4,65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44.0,0,1152.0,6,109,156,0.0,0.0,44.0,0.0,1152.0,6.0,109.0,0.0,0.0,2.588235294117647,0.0,72.0,0.35294117647058826,6.8125,0.0,1.1158088235294117,60.989889705882355,5.622242647058823,0.9558823529411764,0.9411764705882353,early_prime,00-0036252,"Michael Pittman, Jr.",Steelers,2026,2.0,2028.0,17500000.0,35000000.0,24000000.0,0.6857142857142857,2.0,34.0,2020.0,17.5,WR
00-0036261,2024,REG,0.0,0,0.0,0,0,0.0,0,0,374.0,0,25,47,7,62.400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.2857142857142,0.0,60.71428571428571,114.14285714285714,151.54285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.42857142857143,0.0,3.5714285714285716,6.714285714285714,8.914285714285715,0.4117647058823529,Brandon Aiyuk,26.0,25.0,4,4,56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.0,0,1342.0,8,78,114,0.0,0.0,23.0,0.0,1342.0,8.0,78.0,0.0,0.0,1.3529411764705883,0.0,83.875,0.47058823529411764,4.6875,0.0,0.6038602941176471,62.15861344537815,4.0867909663865545,0.8235294117647058,0.4117647058823529,early_prime,00-0036261,Brandon Aiyuk,49ers,2024,4.0,2028.0,30000000.0,120000000.0,45000000.0,0.375,1.0,25.0,2020.0,35.379796,WR
00-0036264,2024,REG,3389.0,25,11.0,425,268,83.0,1,25,0.0,0,0,0,15,233.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3389.0,25.0,11.0,425.0,268.0,83.0,1.0,25.0,0.0,0.0,0.0,0.0,233.86,225.93333333333334,1.6666666666666667,0.7333333333333333,28.333333333333332,17.866666666666667,5.533333333333333,0.06666666666666667,1.6666666666666667,0.0,0.0,0.0,0.0,15.590666666666667,0.8823529411764706,Jordan Love,25.0,26.0,4,4,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4159.0,32,247.0,4,0.0,0,0,0,4159.0,32.0,247.0,4.0,0.0,0.0,0.0,244.64705882352942,1.8823529411764706,14.529411764705882,0.23529411764705882,0.0,0.0,0.0,146.9575980392157,6.078186274509804,0.0,0.0,0.6176470588235294,0.23529411764705882,early_prime,00-0036264,Jordan Love,Packers,2024,4.0,2028.0,55000000.0,220000000.0,100800000.0,0.4581818181818182,1.0,26.0,2020.0,64.86296,QB
00-0036275,2024,REG,0.0,0,0.0,0,0,959.0,6,253,386.0,0,42,52,17,214.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,959.0,6.0,253.0,386.0,0.0,42.0,52.0,214.5,0.0,0.0,0.0,0.0,0.0,56.411764705882355,0.35294117647058826,14.882352941176471,22.705882352941178,0.0,2.4705882352941178,3.0588235294117645,12.617647058823529,1.0,D'Andre Swift,25.0,35.0,4,4,60,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1049.0,6,452.0,3,62,78,0.0,0.0,1049.0,6.0,452.0,3.0,62.0,0.0,0.0,65.5625,0.38461538461538464,34.76923076923077,0.21428571428571427,4.769230769230769,0.0,52.03752222042663,24.658956851971556,3.2764726082740787,0.8823529411764706,0.7647058823529411,early_prime,00-0036275,D'Andre Swift,Bears,2024,3.0,2027.0,8000000.0,24000000.0,14000000.0,0.5833333333333334,2.0,35.0,2020.0,9.434612,RB
00-0036290,2024,REG,0.0,0,0.0,0,0,0.0,0,0,474.0,4,47,55,14,120.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,4.0,47.0,55.0,120.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.857142857142854,0.2857142857142857,3.357142857142857,3.9285714285714284,8.6,0.8235294117647058,Cole Kmet,25.0,43.0,4,4,63,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,0,719.0,7,73,93,0.0,0.0,9.0,0.0,719.0,7.0,73.0,0.0,0.0,0.5294117647058824,0.0,47.93333333333333,0.4117647058823529,4.866666666666666,0.0,0.16568627450980392,37.44761904761904,3.67359943977591,0.9264705882352942,0.8235294117647058,early_prime,00-0036290,Cole Kmet,Bears,2023,4.0,2027.0,12500000.0,50000000.0,22893000.0,0.45786,2.0,43.0,2020.0,16.748221,TE
00-0036309,2024,REG,0.0,0,0.0,1,0,0.0,0,0,992.0,5,64,106,16,193.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,992.0,5.0,64.0,106.0,193.20000000000002,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,62.0,0.3125,4.0,6.625,12.075000000000001,0.9411764705882353,Darnell Mooney,26.0,173.0,4,4,58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32.0,1,1055.0,5,81,140,0.0,0.0,32.0,1.0,1055.0,5.0,81.0,0.0,0.0,1.8823529411764706,0.058823529411764705,62.05882352941177,0.3125,4.764705882352941,0.0,0.6053284950343774,49.61210847975554,3.653838808250573,0.8529411764705882,0.6470588235294118,early_prime,00-0036309,Darnell Mooney,Giants,2026,1.0,2027.0,3000000.0,3000000.0,3000000.0,1.0,5.0,173.0,2020.0,3.0,WR
00-0036322,2024,REG,22.0,0,0.0,1,1,3.0,0,1,1533.0,10,103,154,17,317.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1533.0,10.0,103.0,154.0,317.48,1.2941176470588236,0.0,0.0,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.0,0.058823529411764705,90.17647058823529,0.5882352941176471,6.0588235294117645,9.058823529411764,18.67529411764706,1.0,Justin Jefferson,25.0,22.0,4,4,61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0,24.0,1,1809.0,10,128,184,35.0,0.0,24.0,1.0,1825.8,10.0,128.0,2.0588235294117645,0.0,1.411764705882353,0.058823529411764705,107.4,0.5882352941176471,7.529411764705882,1.338235294117647,0.30294117647058827,99.76176470588236,6.685294117647059,0.8970588235294118,0.5882352941176471,early_prime,00-0036322,Justin Jefferson,Vikings,2024,4.0,2028.0,35000000.0,140000000.0,88743000.0,0.6338785714285714,1.0,22.0,2020.0,41.276429,WR
00-0036331,2024,REG,0.0,0,0.0,0,0,3.0,0,4,79.0,0,11,16,10,19.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,6.8,134.29999999999998,0.0,18.7,27.2,32.64,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.4,7.9,0.0,1.1,1.6,1.9200000000000004,0.5882352941176471,Devin Duvernay,26.0,92.0,4,4,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,84.0,1,407.0,3,37,49,0.0,0.0,84.0,1.0,407.0,3.0,37.0,0.0,0.0,6.0,0.07142857142857142,29.071428571428573,0.21428571428571427,2.642857142857143,0.0,3.0333333333333337,14.526190476190477,1.6523809523809523,0.6617647058823529,0.35294117647058826,early_prime,00-0036331,Devin Duvernay,Cardinals,2026,1.0,2027.0,1850000.0,1850000.0,550000.0,0.2972972972972973,3.0,92.0,2020.0,1.85,WR
00-0036355,2024,REG,3870.0,23,3.0,504,332,306.0,2,69,0.0,0,0,0,17,285.40000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3870.0,23.0,3.0,504.0,332.0,306.0,2.0,69.0,0.0,0.0,0.0,0.0,285.40000000000003,227.64705882352942,1.3529411764705883,0.17647058823529413,29.647058823529413,19.529411764705884,18.0,0.11764705882352941,4.0588235294117645,0.0,0.0,0.0,0.0,16.788235294117648,1.0,Justin Herbert,26.0,6.0,4,4,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5014.0,38,306.0,3,10.0,0,2,2,5014.0,38.0,306.0,3.0,10.0,0.0,2.0,294.94117647058823,2.235294117647059,18.0,0.23076923076923078,0.7692307692307693,0.0,0.11764705882352941,260.6074660633484,15.487556561085974,0.04524886877828055,0.048642533936651584,0.9411764705882353,0.7647058823529411,early_prime,00-0036355,Justin Herbert,Chargers,2023,5.0,2028.0,52500000.0,262500000.0,133738374.99999999,0.5094795238095238,1.0,6.0,2020.0,70.342527,QB
00-0036358,2024,REG,0.0,0,0.0,0,0,70.0,0,14,1194.0,6,101,152,15,263.40000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,14.0,1194.0,6.0,101.0,152.0,263.40000000000003,0.0,0.0,0.0,0.0,0.0,4.666666666666667,0.0,0.9333333333333333,79.6,0.4,6.733333333333333,10.133333333333333,17.560000000000002,0.8823529411764706,CeeDee Lamb,25.0,17.0,4,4,65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,113.0,2,1749.0,12,135,181,0.0,0.0,113.0,2.0,1749.0,12.0,135.0,0.0,0.0,6.647058823529412,0.11764705882352941,102.88235294117646,0.7058823529411765,7.9411764705882355,0.0,4.707107843137255,82.82463235294117,6.476531862745098,0.9558823529411764,0.8823529411764706,early_prime,00-0036358,CeeDee Lamb,Cowboys,2024,4.0,2028.0,34000000.0,136000000.0,67000000.0,0.49264705882352944,1.0,17.0,2020.0,40.097103,WR
00-0036389,2024,REG,2903.0,18,5.0,361,248,630.0,14,150,0.0,0,0,0,15,315.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2903.0,18.0,5.0,361.0,248.0,630.0,14.0,150.0,0.0,0.0,0.0,0.0,315.12,193.53333333333333,1.2,0.3333333333333333,24.066666666666666,16.533333333333335,42.0,0.9333333333333333,10.0,0.0,0.0,0.0,0.0,21.008,0.8823529411764706,Jalen Hurts,26.0,53.0,4,4,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3858.0,23,784.0,15,0.0,0,0,1,3858.0,23.0,784.0,15.0,0.0,0.0,0.0,246.73333333333332,1.4666666666666666,52.266666666666666,0.9333333333333333,0.0,0.0,0.0,219.2019607843137,45.13039215686274,0.0,0.0,0.9117647058823529,0.8823529411764706,early_prime,00-0036389,Jalen Hurts,Eagles,2023,5.0,2028.0,51000000.0,255000000.0,110000000.0,0.43137254901960786,2.0,53.0,2020.0,68.33274,QB
00-0036407,2024,REG,0.0,0,0.0,0,0,0.0,0,0,1229.0,4,90,145,17,240.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1229.0,4.0,90.0,145.0,240.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.29411764705883,0.23529411764705882,5.294117647058823,8.529411764705882,14.170588235294119,1.0,Jerry Jeudy,25.0,15.0,4,4,58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40.0,0,1229.0,6,90,145,0.0,0.0,40.0,0.0,1229.0,6.0,90.0,0.0,0.0,2.6666666666666665,0.0,72.29411764705883,0.4,5.294117647058823,0.0,0.7416666666666666,57.79227941176471,4.233946078431373,0.8529411764705882,0.5882352941176471,early_prime,00-0036407,Jerry Jeudy,Browns,2024,3.0,2027.0,17500000.0,52500000.0,41000000.0,0.780952380952381,1.0,15.0,2020.0,20.638215,WR
