gsis_id,player,position,team,year_signed,years,fa_year,apy,total_value,total_guaranteed,guarantee_pct,draft_round,draft_overall,draft_year,inflated_apy
00-0039146,Jayden Reed,WR,Packers,2023,4.0,2027.0,1795195.0,7180778.0,4048783.0000000005,0.5638362584109967,2.0,50.0,2023.0,2.405306
00-0039150,Bryce Young,QB,Panthers,2023,4.0,2027.0,9488769.0,37955074.0,37955074.0,1.0,1.0,1.0,2023.0,12.7136
00-0039152,Will Levis,QB,Titans,2023,4.0,2027.0,2385541.0,9542162.0,8730957.0,0.9149872953320223,2.0,33.0,2023.0,3.196285
00-0039163,C.J. Stroud,QB,Texans,2023,4.0,2027.0,9069811.0,36279244.0,36279244.0,1.0,1.0,2.0,2023.0,12.152256
00-0039164,Anthony Richardson,QB,Colts,2023,4.0,2027.0,8498508.0,33994030.0,33994030.0,1.0,1.0,4.0,2023.0,11.386791
00-0039165,Zach Charbonnet,RB,Seahawks,2023,4.0,2027.0,1719020.0,6876078.0,3813333.0,0.5545796600911159,2.0,52.0,2023.0,2.303242
00-0039230,Dante Miller,RB,Giants,2025,2.0,2027.0,1017500.0000000001,2035000.0000000002,0.0,0.0,,,2024.0,1.097676
00-0039236,Johnny Wilson,WR,Eagles,2024,4.0,2028.0,1054252.0,4217008.0,197008.0,0.04671748310650584,6.0,185.0,2024.0,1.243307
00-0039244,Chris Collier,RB,Raiders,2026,1.0,2027.0,1004999.9999999999,1004999.9999999999,0.0,0.0,,,2024.0,1.005
00-0039259,Dayton Wade,WR,Ravens,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2024.0,0.885
00-0039263,McCallan Castles,TE,Packers,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2024.0,0.885
00-0039266,Kendall Milton,RB,Bengals,2026,1.0,2027.0,1004999.9999999999,1004999.9999999999,0.0,0.0,,,2024.0,1.005
00-0039275,Messiah Swinson,TE,Packers,2026,1.0,2027.0,1004999.9999999999,1004999.9999999999,0.0,0.0,,,2024.0,1.005
00-0039299,George Holani,RB,Seahawks,2026,1.0,2027.0,1075000.0,1075000.0,0.0,0.0,,,2024.0,1.075
00-0039305,Jack Westover,TE,Patriots,2026,1.0,2027.0,1075000.0,1075000.0,0.0,0.0,,,2024.0,1.075
00-0039325,Carson Steele,RB,Eagles,2026,2.0,2028.0,1062500.0,2125000.0,0.0,0.0,,,2024.0,1.0625
00-0039337,Malik Nabers,WR,Giants,2024,4.0,2028.0,7301938.0,29207750.0,29207750.0,1.0,1.0,6.0,2024.0,8.611369
00-0039338,Brock Bowers,TE,Raiders,2024,4.0,2028.0,4534696.0,18138784.0,18138784.0,1.0,1.0,13.0,2024.0,5.347887
00-0039342,Xavier Legette,WR,Panthers,2024,4.0,2028.0,3089294.0,12357176.0,12357176.0,1.0,1.0,32.0,2024.0,3.643286
00-0039344,Jonathon Brooks,RB,Panthers,2024,4.0,2028.0,2104271.0,8417082.0,6240268.0,0.7413813955952906,2.0,46.0,2024.0,2.481623
00-0039355,Luke McCaffrey,WR,Commanders,2024,4.0,2028.0,1399078.0,5596312.0,890044.0,0.15904116854099626,3.0,100.0,2024.0,1.64997
00-0039356,Ja'Tavion Sanders,TE,Panthers,2024,4.0,2028.0,1261059.0,5044236.0,874236.0,0.17331385763869891,4.0,101.0,2024.0,1.4872
00-0039359,Cade Stover,TE,Texans,2024,4.0,2028.0,1189734.0,4758936.0,738936.0,0.15527336362581887,4.0,123.0,2024.0,1.403085
00-0039361,Bucky Irving,RB,Buccaneers,2024,4.0,2028.0,1187888.0,4751552.0,731552.0,0.15396064275419905,4.0,125.0,2024.0,1.400908
00-0039363,Isaac Guerendo,RB,49ers,2024,4.0,2028.0,1181132.0,4724528.0,704525.0,0.14912071639748986,4.0,129.0,2024.0,1.39294
00-0039364,Sione Vaki,RB,Lions,2024,4.0,2028.0,1137177.0,4548708.0,528708.0,0.11623256537900431,4.0,132.0,2024.0,1.341103
00-0039365,Jacob Cowing,WR,49ers,2024,4.0,2028.0,1137177.0,4548716.0,528708.0,0.11623236095636659,4.0,135.0,2024.0,1.341103
00-0039373,Audric Estime,RB,Saints,2025,2.0,2027.0,1017500.0000000001,2035000.0000000002,0.0,0.0,5.0,147.0,2024.0,1.097676
00-0039376,Spencer Rattler,QB,Saints,2024,4.0,2028.0,1089120.0,4356480.0,336480.0,0.0772366681357426,5.0,150.0,2024.0,1.284428
00-0039379,Jamari Thrash,WR,Browns,2026,1.0,2027.0,1075000.0,1075000.0,0.0,0.0,5.0,156.0,2024.0,1.075
00-0039384,Tyrone Tracy Jr.,RB,Giants,2024,4.0,2028.0,1076588.0,4306352.0,286352.0,0.06649526095405113,5.0,166.0,2024.0,1.269649
00-0039386,Bub Means,WR,Saints,2024,4.0,2028.0,1068569.0,4274276.0,254276.0,0.05948984108653722,5.0,170.0,2024.0,1.260192
00-0039391,Kimani Vidal,RB,Chargers,2026,1.0,2027.0,1075000.0,1075000.0,0.0,0.0,6.0,181.0,2024.0,1.075
00-0039394,Casey Washington,WR,Falcons,2024,4.0,2028.0,1053399.0,4213596.0,193596.0,0.045945553394297886,6.0,187.0,2024.0,1.242301
00-0039397,Tejhaun Palmer,WR,Cardinals,2025,2.0,2027.0,922500.0,1845000.0,0.0,0.0,6.0,191.0,2024.0,0.99519
00-0039398,Joe Milton III,QB,NE/DAL,2024,4.0,2028.0,1050829.0,4203316.0,183316.0,0.043612233769718955,6.0,193.0,2024.0,1.239271
00-0039399,Tanner McLachlan,TE,Chargers,2026,1.0,2027.0,1004999.9999999999,1004999.9999999999,0.0,0.0,6.0,194.0,2024.0,1.005
00-0039405,Jawhar Jordan,RB,Texans,2025,2.0,2027.0,925000.0,1850000.0,0.0,0.0,6.0,205.0,2024.0,0.997887
00-0039407,Dylan Laube,RB,Raiders,2024,4.0,2028.0,1043798.0,4175192.0,155192.0,0.03717002715084719,6.0,208.0,2024.0,1.230979
00-0039410,Ryan Flournoy,WR,Cowboys,2025,2.0,2027.0,1017500.0000000001,2035000.0000000002,0.0,0.0,6.0,216.0,2024.0,1.097676
00-0039415,Brenden Rice,WR,Raiders,2026,1.0,2027.0,1004999.9999999999,1004999.9999999999,0.0,0.0,7.0,225.0,2024.0,1.005
00-0039420,Jaheim Bell,TE,Eagles,2026,2.0,2028.0,1062500.0,2125000.0,0.0,0.0,7.0,231.0,2024.0,1.0625
00-0039424,DeVaughn Vele,WR,DEN/NO,2024,4.0,2028.0,1031120.0,4124480.0,104480.0,0.025331678175188145,7.0,235.0,2024.0,1.216027
00-0039437,Cornelius Johnson,WR,Ravens,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,7.0,253.0,2024.0,0.885
00-0039451,Isaiah Williams,WR,Jets,2025,2.0,2027.0,1017500.0000000001,2035000.0000000002,0.0,0.0,,,2024.0,1.097676
00-0039456,John Rhys Plumlee,QB,Steelers,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2024.0,0.885
00-0039458,Brenden Bates,TE,Browns,2026,1.0,2027.0,1075000.0,1075000.0,0.0,0.0,,,2024.0,1.075
00-0039471,Frank Gore Jr.,RB,Bills,2026,2.0,2028.0,967500.0,1935000.0,0.0,0.0,,,2024.0,0.9675
00-0039473,Xavier Johnson,WR,Bengals,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2024.0,0.885
00-0039489,Hayden Rucci,TE,49ers,2026,1.0,2027.0,1004999.9999999999,1004999.9999999999,0.0,0.0,,,2024.0,1.005
00-0039491,Jalen Coker,WR,Panthers,2026,1.0,2027.0,1075000.0,1075000.0,0.0,0.0,,,2024.0,1.075
00-0039505,John Jiles,WR,Patriots,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2024.0,0.885
00-0039518,Treyton Welch,TE,Saints,2025,3.0,2028.0,988333.0,2965000.0,0.0,0.0,,,2024.0,1.06621
00-0039521,Xavier Weaver,WR,Cardinals,2024,3.0,2027.0,953333.0,2860000.0,255000.0,0.08916083916083917,,,2024.0,1.124291
00-0039530,Brevyn Spann-Ford,TE,Cowboys,2024,3.0,2027.0,950000.0,2850000.0,245000.0,0.08596491228070174,,,2024.0,1.12036
00-0039534,Carter Bradley,QB,Jaguars,2026,1.0,2027.0,1004999.9999999999,1004999.9999999999,0.0,0.0,,,2024.0,1.005
00-0039573,Blake Watson,RB,Titans,2026,2.0,2028.0,1062500.0,2125000.0,0.0,0.0,,,2024.0,1.0625
00-0039577,Kedon Slovis,QB,Cardinals,2025,2.0,2027.0,922500.0,1845000.0,0.0,0.0,,,2024.0,0.99519
00-0039589,Kameron Johnson,WR,Buccaneers,2024,3.0,2027.0,946667.0,2840000.0,10000.0,0.0035211267605633804,,,2024.0,1.11643
00-0039603,British Brooks,RB,Texans,2024,3.0,2027.0,948333.0,2845000.0,240000.0,0.08435852372583479,,,2024.0,1.118394
00-0039623,Mason Tipton,WR,Saints,2024,3.0,2027.0,946667.0,2840000.0,110000.0,0.03873239436619719,,,2024.0,1.11643
00-0039626,Cole Burgess,WR,Steelers,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2024.0,0.885
00-0039631,Cam Grandy,TE,Bengals,2026,1.0,2027.0,1075000.0,1075000.0,0.0,0.0,,,2024.0,1.075
00-0039648,David Martin-Robinson,TE,Titans,2024,3.0,2027.0,945833.0,2837500.0,17500.0,0.00616740088105727,,,2024.0,1.115446
00-0039650,Bryce Oliver,WR,Titans,2026,1.0,2027.0,1075000.0,1075000.0,0.0,0.0,,,2024.0,1.075
00-0039652,Jabari Small,RB,Lions,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2024.0,0.885
00-0039677,Sam Hartman,QB,Commanders,2025,2.0,2027.0,1017500.0000000001,2035000.0000000002,0.0,0.0,,,2024.0,1.097676
00-0039684,Michael Wiley,RB,Buccaneers,2026,2.0,2028.0,967500.0,1935000.0,0.0,0.0,,,2024.0,0.9675
00-0039686,Colson Yankoff,RB,Commanders,2024,3.0,2027.0,946667.0,2840000.0,50000.0,0.017605633802816902,,,2024.0,1.11643
00-0039703,Cody Schrader,RB,Broncos,2026,1.0,2027.0,1075000.0,1075000.0,0.0,0.0,,,2024.0,1.075
00-0039710,Jeshaun Jones,WR,Vikings,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2024.0,0.885
00-0039722,JaQuae Jackson,WR,Chargers,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2024.0,0.885
00-0039730,Isaiah Wooden,WR,Browns,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2024.0,0.885
00-0039732,Bo Nix,QB,Broncos,2024,4.0,2028.0,4653292.0,18613166.0,18613166.0,1.0,1.0,12.0,2024.0,5.487751
00-0039737,Tip Reiman,TE,Cardinals,2024,4.0,2028.0,1447478.0,5789912.0,1030844.0000000001,0.1780413933752361,3.0,82.0,2024.0,1.707049
00-0039738,Blake Corum,RB,Rams,2024,4.0,2028.0,1440941.0,5763762.0,1011828.0,0.17554992728707397,3.0,83.0,2024.0,1.69934
00-0039739,Roman Wilson,WR,Steelers,2024,4.0,2028.0,1436292.0,5745168.0,998304.0,0.17376410924798022,3.0,84.0,2024.0,1.693857
00-0039746,Will Shipley,RB,Eagles,2024,4.0,2028.0,1184241.0,4736964.0,716964.0,0.15135517179357919,4.0,127.0,2024.0,1.396607
00-0039747,Ainias Smith,WR,Panthers,2026,1.0,2027.0,1004999.9999999999,1004999.9999999999,0.0,0.0,5.0,152.0,2024.0,1.005
00-0039751,Jordan Whittington,WR,Rams,2024,4.0,2028.0,1039597.0000000001,4158388.0000000005,138388.0,0.03327924186006693,6.0,213.0,2024.0,1.226024
00-0039754,Devin Culp,TE,Buccaneers,2024,4.0,2028.0,1026546.0,4106184.0,86184.0,0.020988830505403556,7.0,246.0,2024.0,1.210633
00-0039757,Terrell Jennings,RB,Patriots,2025,2.0,2027.0,1017500.0000000001,2035000.0000000002,0.0,0.0,,,2024.0,1.097676
00-0039792,Devontez Walker,WR,Ravens,2024,4.0,2028.0,1204463.0,4817852.0,797852.0,0.16560326054017432,4.0,113.0,2024.0,1.420455
00-0039793,A.J. Barner,TE,Seahawks,2024,4.0,2028.0,1193777.0,4775108.0,755108.0,0.1581342243986942,4.0,121.0,2024.0,1.407853
00-0039794,Braelon Allen,RB,Jets,2024,4.0,2028.0,1137177.0,4548708.0,528708.0,0.11623256537900431,4.0,134.0,2024.0,1.341103
00-0039796,Rasheen Ali,RB,Ravens,2024,4.0,2028.0,1077467.0,4309868.0,289868.0,0.06725681621803731,5.0,165.0,2024.0,1.270685
00-0039798,Isaiah Davis,RB,Jets,2024,4.0,2028.0,1068569.0,4274276.0,254276.0,0.05948984108653722,5.0,173.0,2024.0,1.260192
00-0039811,MarShawn Lloyd,RB,Packers,2024,4.0,2028.0,1422130.0,5688518.0,957104.0,0.16825190673563833,3.0,88.0,2024.0,1.677156
00-0039814,Erick All,TE,Bengals,2024,4.0,2028.0,1203276.0,4813104.0,793104.0,0.16478015018998135,4.0,115.0,2024.0,1.419055
00-0039816,Anthony Gould,WR,Colts,2024,4.0,2028.0,1093166.0,4372664.0,352664.0,0.08065197783319275,5.0,142.0,2024.0,1.2892
00-0039824,Jared Wiley,TE,Chiefs,2024,4.0,2028.0,1177155.0,4708620.0,688620.0,0.14624667099914626,4.0,131.0,2024.0,1.38825
00-0039843,Qadir Ismail,WR,Bears,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2024.0,0.885
00-0039847,Theo Johnson,TE,Giants,2024,4.0,2028.0,1212859.0,4851436.0,831436.0,0.1713793606676456,4.0,107.0,2024.0,1.430357
00-0039849,Marvin Harrison Jr.,WR,Cardinals,2024,4.0,2028.0,8843686.0,35374742.0,35374742.0,1.0,1.0,4.0,2024.0,10.429594
00-0039851,Drake Maye,QB,Patriots,2024,4.0,2028.0,9159941.0,36639764.0,36639764.0,1.0,1.0,3.0,2024.0,10.802562
00-0039855,Jalen McMillan,WR,Buccaneers,2024,4.0,2028.0,1415756.0,5663024.0,938564.0,0.16573547984257173,3.0,92.0,2024.0,1.669639
00-0039868,Troy Franklin,WR,Broncos,2024,4.0,2028.0,1222459.0,4889836.0,854836.0,0.17481895098322317,4.0,102.0,2024.0,1.441678
00-0039874,Jaylen Wright,RB,Dolphins,2024,4.0,2028.0,1195005.0,4780020.0,760020.0,0.158999334730817,4.0,120.0,2024.0,1.409301
00-0039875,Ray Davis,RB,Bills,2024,4.0,2028.0,1183297.0,4733188.0,713188.0,0.15067814758255957,4.0,128.0,2024.0,1.395494
00-0039880,Malik Washington,WR,Dolphins,2024,4.0,2028.0,1054890.0,4219560.0,199560.0,0.047294030657224914,6.0,184.0,2024.0,1.24406
00-0039884,Tahj Washington,WR,Dolphins,2024,4.0,2028.0,1027598.9999999999,4110395.9999999995,90396.0,0.02199204164270304,7.0,241.0,2024.0,1.211875
00-0039890,Adonai Mitchell,WR,IND/NYJ,2024,4.0,2028.0,1846522.0,7386086.0,4817431.0,0.6522305589184854,2.0,52.0,2024.0,2.177652
00-0039893,Brian Thomas Jr.,WR,Jaguars,2024,4.0,2028.0,3664995.0,14659978.0,14659978.0,1.0,1.0,23.0,2024.0,4.322226
00-0039894,Xavier Worthy,WR,Chiefs,2024,4.0,2028.0,3447566.0,13790264.0,13790264.0,1.0,1.0,28.0,2024.0,4.065806
00-0039901,Keon Coleman,WR,Bills,2024,4.0,2028.0,2518565.0,10074258.0,9640495.0,0.9569434294813572,2.0,33.0,2024.0,2.970211
00-0039907,Ja'Lynn Polk,WR,NE/NO,2024,4.0,2028.0,2423686.0,9694744.0,8214275.000000001,0.8472915839758122,2.0,37.0,2024.0,2.858317
00-0039910,Jayden Daniels,QB,Commanders,2024,4.0,2028.0,9436663.0,37746650.0,37746650.0,1.0,1.0,2.0,2024.0,11.128907
00-0039912,Ben Sinnott,TE,Commanders,2024,4.0,2028.0,1806988.0,7227950.0,4597851.0,0.6361210301676132,2.0,53.0,2024.0,2.131029
00-0039915,Ladd McConkey,WR,Chargers,2024,4.0,2028.0,2498797.0,9995186.0,9185943.0,0.9190367242790679,2.0,34.0,2024.0,2.946898
00-0039916,Ricky Pearsall,WR,49ers,2024,4.0,2028.0,3134600.0,12538398.0,12538398.0,1.0,1.0,31.0,2024.0,3.696717
00-0039917,Michael Penix Jr.,QB,Falcons,2024,4.0,2028.0,5720659.0,22882636.0,22882636.0,1.0,1.0,8.0,2024.0,6.746525
00-0039918,Caleb Williams,QB,Bears,2024,4.0,2028.0,9871515.0,39486058.0,39486058.0,1.0,1.0,1.0,2024.0,11.64174
00-0039919,Rome Odunze,WR,Bears,2024,4.0,2028.0,5681125.0,22724500.0,22724500.0,1.0,1.0,9.0,2024.0,6.699902
00-0039920,Malachi Corley,WR,Browns,2026,1.0,2027.0,1075000.0,1075000.0,0.0,0.0,3.0,65.0,2024.0,1.075
00-0039921,Trey Benson,RB,Cardinals,2024,4.0,2028.0,1514902.0,6059606.0,1226984.0,0.202485772177267,3.0,66.0,2024.0,1.786564
00-0039923,J.J. McCarthy,QB,Vikings,2024,4.0,2028.0,5463699.0,21854796.0,21854796.0,1.0,1.0,10.0,2024.0,6.443485
00-0040004,TJ Maguranyanga,TE,Commanders,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040009,Savion Williams,WR,Packers,2025,4.0,2029.0,1573114.0,6292454.0,1216328.0,0.1932994663131427,3.0,87.0,2025.0,1.69707
00-0040014,Kyle McCord,QB,Packers,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,6.0,181.0,2025.0,0.885
00-0040021,Phil Mafah,RB,Cowboys,2025,4.0,2029.0,1077883.0,4311532.0,111532.0,0.025868299249547495,7.0,239.0,2025.0,1.162816
00-0040024,Darius Cooper,WR,Eagles,2025,3.0,2028.0,993333.0,2980000.0,90000.0,0.030201342281879193,,,2025.0,1.071604
00-0040028,Montrell Johnson Jr.,RB,Panthers,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040032,ShunDerrick Powell,RB,Chiefs,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040039,Amar Johnson,RB,Chargers,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040046,Rivaldo Fairweather,TE,Cardinals,2025,2.0,2027.0,922500.0,1845000.0,0.0,0.0,,,2025.0,0.99519
00-0040048,Traeshon Holden,WR,Cowboys,2026,2.0,2028.0,967500.0,1935000.0,0.0,0.0,,,2025.0,0.9675
00-0040049,Josh Kelly,WR,Texans,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040053,Tyrone Broden,WR,Seahawks,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040058,Nick Kallerup,TE,Seahawks,2025,3.0,2028.0,996667.0,2990000.0,259000.0,0.08662207357859532,,,2025.0,1.075201
00-0040060,Marshall Lang,TE,Patriots,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040067,Jacardia Wright,RB,Seahawks,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040075,LaJohntay Wester,WR,Ravens,2025,4.0,2029.0,1103717.0,4414868.0,214868.0,0.048669178784054246,6.0,203.0,2025.0,1.190686
00-0040078,Brashard Smith,RB,Chiefs,2025,4.0,2029.0,1083369.0,4333476.0,133476.0,0.030801139777859622,7.0,228.0,2025.0,1.168735
00-0040081,Jake Briningstool,TE,Chiefs,2025,3.0,2028.0,998333.0,2995000.0,264000.0,0.08814691151919866,,,2025.0,1.076998
00-0040086,Mac Dalena,WR,Jets,2026,2.0,2028.0,967500.0,1935000.0,0.0,0.0,,,2025.0,0.9675
00-0040094,Tre Watson,TE,Chiefs,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040120,Jimmy Holiday,WR,Chiefs,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040122,Ashton Jeanty,RB,Raiders,2025,4.0,2029.0,8973953.0,35895812.0,35895812.0,1.0,1.0,6.0,2025.0,9.68107
00-0040124,Tetairoa McMillan,WR,Panthers,2025,4.0,2029.0,6982598.0,27930390.0,27930390.0,1.0,1.0,8.0,2025.0,7.532803
00-0040126,Colston Loveland,TE,Bears,2025,4.0,2029.0,6659002.0,26636008.0,26636008.0,1.0,1.0,10.0,2025.0,7.183708
00-0040128,Tyler Warren,TE,Colts,2025,4.0,2029.0,5240163.0,20960650.0,20960650.0,1.0,1.0,14.0,2025.0,5.65307
00-0040129,Emeka Egbuka,WR,Buccaneers,2025,4.0,2029.0,4543183.0,18172730.0,18172730.0,1.0,1.0,19.0,2025.0,4.90117
00-0040130,Jayden Higgins,WR,Texans,2025,4.0,2029.0,2925206.0,11700824.0,11700824.0,1.0,2.0,34.0,2025.0,3.155702
00-0040131,Kyle Williams,WR,Patriots,2025,4.0,2029.0,1675893.0,6703572.0,1515324.0,0.2260472476464786,3.0,69.0,2025.0,1.807948
00-0040134,Pat Bryant,WR,Broncos,2025,4.0,2029.0,1645270.0,6581080.0,1426240.0,0.21671822861901086,3.0,74.0,2025.0,1.774912
00-0040138,Jaylin Noel,WR,Texans,2025,4.0,2029.0,1616714.0,6466856.0,1343168.0,0.20770031063008051,3.0,79.0,2025.0,1.744106
00-0040142,Kaleb Johnson,RB,Steelers,2025,4.0,2029.0,1593016.0,6372062.0,1274228.0,0.19997106117297667,3.0,83.0,2025.0,1.71854
00-0040154,Tai Felton,WR,Vikings,2025,4.0,2029.0,1540296.0,6161184.0,1120860.0,0.18192282522320383,3.0,102.0,2025.0,1.661666
00-0040162,Dylan Sampson,RB,Browns,2025,4.0,2029.0,1282641.0,5130564.0,930564.0,0.18137655041434042,4.0,126.0,2025.0,1.383709
00-0040164,Jaylin Lane,WR,Commanders,2025,4.0,2029.0,1278460.0,5113840.0,913840.0,0.17869937268275896,4.0,128.0,2025.0,1.379198
00-0040170,Elic Ayomanor,WR,Titans,2025,4.0,2029.0,1216454.0,4865816.0,665816.0,0.13683542493181,4.0,136.0,2025.0,1.312306
00-0040172,Jordan Watkins,WR,49ers,2025,4.0,2029.0,1216454.0,4865816.0,665816.0,0.13683542493181,4.0,138.0,2025.0,1.312306
00-0040177,Jordan James,RB,49ers,2025,4.0,2029.0,1159921.0,4639684.0,439684.0,0.09476593664568536,5.0,147.0,2025.0,1.251319
00-0040179,DJ Giddens,RB,Colts,2025,4.0,2029.0,1156186.0,4624744.0,424744.0,0.09184162409854471,5.0,151.0,2025.0,1.247289
00-0040184,KeAndre Lambert-Smith,WR,Chargers,2025,4.0,2029.0,1152001.0,4608004.0,408004.0,0.08854245786244977,5.0,158.0,2025.0,1.242775
00-0040187,Mitchell Evans,TE,Panthers,2025,4.0,2029.0,1147742.0,4590968.0,390968.0,0.08516025378525835,5.0,163.0,2025.0,1.23818
00-0040189,Oronde Gadsden II,TE,Chargers,2025,4.0,2029.0,1143509.0,4574036.0,374036.0,0.08177373330686509,5.0,165.0,2025.0,1.233614
00-0040194,Jackson Hawes,TE,Bills,2025,4.0,2029.0,1130054.0,4520216.0,320216.0,0.07084086247205887,5.0,173.0,2025.0,1.219098
00-0040198,Ollie Gordon II,RB,Dolphins,2025,4.0,2029.0,1118166.0,4472664.0,272664.0,0.06096232580851144,6.0,179.0,2025.0,1.206274
00-0040202,Devin Neal,RB,Saints,2025,4.0,2029.0,1112828.0,4451312.0,251311.99999999997,0.05645796115841801,6.0,184.0,2025.0,1.200515
00-0040203,Will Howard,QB,Steelers,2025,4.0,2029.0,1112025.0,4448100.0,248100.0,0.05577662372698455,6.0,185.0,2025.0,1.199649
00-0040205,Kalel Mullings,RB,Titans,2025,4.0,2029.0,1109627.0,4438508.0,238508.0,0.053736075275745816,6.0,188.0,2025.0,1.197062
00-0040206,Riley Leonard,QB,Colts,2025,4.0,2029.0,1108811.0,4435244.0,235244.0,0.05303969747774869,6.0,189.0,2025.0,1.196181
00-0040208,Tahj Brooks,RB,Bengals,2025,4.0,2029.0,1107714.0,4430856.0,230856.0,0.05210189633786338,6.0,193.0,2025.0,1.194998
00-0040211,Graham Mertz,QB,Texans,2025,4.0,2029.0,1107121.0,4428484.0,228484.0,0.0515941798592927,6.0,197.0,2025.0,1.194358
00-0040215,Gavin Bartholomew,TE,Vikings,2025,4.0,2029.0,1103956.0,4415824.0,215824.0,0.048875136327897126,6.0,202.0,2025.0,1.190944
00-0040218,Jimmy Horn Jr.,WR,Panthers,2025,4.0,2029.0,1098860.0,4395440.0,195440.0,0.044464262963434836,6.0,208.0,2025.0,1.185446
00-0040222,Cam Miller,QB,Dolphins,2025,2.0,2027.0,922500.0,1845000.0,0.0,0.0,6.0,215.0,2025.0,0.99519
00-0040225,Thomas Fidone II,TE,Giants,2025,4.0,2029.0,1087379.0,4349516.0,149516.0,0.034375319001010686,7.0,219.0,2025.0,1.173061
00-0040234,Quinn Ewers,QB,Dolphins,2025,4.0,2029.0,1082894.0,4331576.0,131576.0,0.030376010948440012,7.0,231.0,2025.0,1.168222
00-0040236,Kyle Monangai,RB,Bears,2025,4.0,2029.0,1082035.0,4328140.0,128140.0,0.029606251184111417,7.0,233.0,2025.0,1.167296
00-0040237,Tez Johnson,WR,Buccaneers,2025,4.0,2029.0,1080985.0,4323940.0,123940.0,0.028663672483892004,7.0,235.0,2025.0,1.166163
00-0040238,LeQuint Allen,RB,Jaguars,2025,4.0,2029.0,1079689.0,4318756.0,118756.0,0.02749773314352559,7.0,236.0,2025.0,1.164765
00-0040240,Caleb Lohner,TE,Broncos,2026,2.0,2028.0,967500.0,1935000.0,0.0,0.0,7.0,241.0,2025.0,0.9675
00-0040241,Dominic Lovett,WR,Lions,2025,4.0,2029.0,1076693.0,4306772.0,106772.0,0.024791653702587464,7.0,244.0,2025.0,1.161533
00-0040242,Jacory Croskey-Merritt,RB,Commanders,2025,4.0,2029.0,1076357.0,4305428.0,105428.0,0.024487228679703852,7.0,245.0,2025.0,1.16117
00-0040244,Moliki Matavao,TE,Saints,2025,2.0,2027.0,922500.0,1845000.0,0.0,0.0,7.0,248.0,2025.0,0.99519
00-0040247,Junior Bergen,WR,49ers,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,7.0,252.0,2025.0,0.885
00-0040250,Luke Lachey,TE,Texans,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,7.0,255.0,2025.0,0.885
00-0040259,Gage Larvadain,WR,Browns,2025,2.0,2027.0,922500.0,1845000.0,0.0,0.0,,,2025.0,0.99519
00-0040260,Ahmani Marshall,RB,Browns,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040265,Jaseem Reed,WR,Panthers,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040272,Deion Hankins,RB,Bears,2025,3.0,2028.0,988333.0,2965000.0,0.0,0.0,,,2025.0,1.06621
00-0040275,J.P. Richardson,WR,Bears,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040277,Jahdae Walker,WR,Bears,2025,3.0,2028.0,995000.0,2985000.0,170000.0,0.056951423785594646,,,2025.0,1.073403
00-0040292,Bryce Pierre,TE,Panthers,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040298,Andrew Armstrong,WR,Chiefs,2026,1.0,2027.0,885000.0,885000.0,0.0,0.0,,,2025.0,0.885
00-0040301,Jalin Conyers,TE,Dolphins,2025,3.0,2028.0,993333.0,2980000.0,115000.0,0.03859060402684564,,,2025.0,1.071604
